
 ____________________________________________________________________________________________
 Temperature: T =    300.00000000000000      K
 Chemical potential: mu =   -750.45348237850203      eV
 Composition: x =   0.12500000000292860     

  n      m     omega(n,m)       E(n,m)          E-n*mu         prob(n,m,T)   prob(n,m,T)/omega    
  8     50       48           -67062.36430                    0.983073E-06    0.204807E-07
  8     51       96           -67062.35851                    0.196615E-05    0.204807E-07
  8     52      192           -67062.41745                    0.393229E-05    0.204807E-07
  8     53      192           -67062.39766                    0.393229E-05    0.204807E-07
  8     54      192           -67062.42900                    0.393229E-05    0.204807E-07
  8     55       48           -67062.40622                    0.983073E-06    0.204807E-07
  8     56      192           -67062.41988                    0.393229E-05    0.204807E-07
  8     57      192           -67062.41906                    0.393229E-05    0.204807E-07
  8     58       96           -67062.42897                    0.196615E-05    0.204807E-07
  8     59      192           -67062.42367                    0.393229E-05    0.204807E-07
  8     60      192           -67062.43777                    0.393229E-05    0.204807E-07
  8     61      192           -67062.40146                    0.393229E-05    0.204807E-07
  8     62      192           -67062.43244                    0.393229E-05    0.204807E-07
  8     63      192           -67062.44145                    0.393229E-05    0.204807E-07
  8     64      192           -67062.39707                    0.393229E-05    0.204807E-07
  8     65       96           -67062.40749                    0.196615E-05    0.204807E-07
  8     66      192           -67062.42128                    0.393229E-05    0.204807E-07
  8     67      192           -67062.40120                    0.393229E-05    0.204807E-07
  8     68       96           -67062.35701                    0.196615E-05    0.204807E-07
  8     69       96           -67062.35604                    0.196615E-05    0.204807E-07
  8     70      192           -67062.37643                    0.393229E-05    0.204807E-07
  8     71       96           -67062.37170                    0.196615E-05    0.204807E-07
  8     72       96           -67062.39875                    0.196615E-05    0.204807E-07
  8     73      192           -67062.40666                    0.393229E-05    0.204807E-07
  8     74       96           -67062.41114                    0.196615E-05    0.204807E-07
  8     75       96           -67062.42871                    0.196615E-05    0.204807E-07
  8     76       24           -67062.40570                    0.491536E-06    0.204807E-07
  8     77       96           -67062.36628                    0.196615E-05    0.204807E-07
  8     78       96           -67062.36486                    0.196615E-05    0.204807E-07
  8     79       48           -67062.36441                    0.983073E-06    0.204807E-07
  8     80      192           -67062.39150                    0.393229E-05    0.204807E-07
  8     81      192           -67062.37530                    0.393229E-05    0.204807E-07
  8     82       96           -67062.41244                    0.196615E-05    0.204807E-07
  8     83       96           -67062.39691                    0.196615E-05    0.204807E-07
  8     84      192           -67062.42530                    0.393229E-05    0.204807E-07
  8     85      192           -67062.44172                    0.393229E-05    0.204807E-07
  8     86      192           -67062.41863                    0.393229E-05    0.204807E-07
  8     87       96           -67062.42418                    0.196615E-05    0.204807E-07
  8     88       96           -67062.41311                    0.196615E-05    0.204807E-07
  8     89      192           -67062.44060                    0.393229E-05    0.204807E-07
  8     90       48           -67062.41450                    0.983073E-06    0.204807E-07
  8     91       96           -67062.44096                    0.196615E-05    0.204807E-07
  8     92       48           -67062.47212                    0.983073E-06    0.204807E-07
  8     93       96           -67062.46959                    0.196615E-05    0.204807E-07
  8     94        6           -67062.34545                    0.122884E-06    0.204807E-07
  8     95       24           -67062.40391                    0.491536E-06    0.204807E-07
  8     96       48           -67062.45068                    0.983073E-06    0.204807E-07
  8     97       12           -67062.47861                    0.245768E-06    0.204807E-07
  9      1       16           -67812.76296                    0.468130E-07    0.292581E-08
  9      2       96           -67812.80679                    0.280878E-06    0.292581E-08
  9      3      192           -67812.77905                    0.561756E-06    0.292581E-08
  9      4      192           -67812.76004                    0.561756E-06    0.292581E-08
  9      5      192           -67812.79110                    0.561756E-06    0.292581E-08
  9      6      192           -67812.77669                    0.561756E-06    0.292581E-08
  9      7      192           -67812.78688                    0.561756E-06    0.292581E-08
  9      8      192           -67812.80827                    0.561756E-06    0.292581E-08
  9      9       96           -67812.81566                    0.280878E-06    0.292581E-08
  9     10       64           -67812.80977                    0.187252E-06    0.292581E-08
  9     11      192           -67812.79968                    0.561756E-06    0.292581E-08
  9     12       32           -67812.75844                    0.936260E-07    0.292581E-08
  9     13       96           -67812.76132                    0.280878E-06    0.292581E-08
  9     14      192           -67812.80434                    0.561756E-06    0.292581E-08
  9     15       96           -67812.81421                    0.280878E-06    0.292581E-08
  9     16       96           -67812.82611                    0.280878E-06    0.292581E-08
  9     17       96           -67812.75873                    0.280878E-06    0.292581E-08
  9     18       96           -67812.75730                    0.280878E-06    0.292581E-08
  9     19       96           -67812.77566                    0.280878E-06    0.292581E-08
  9     20       96           -67812.76941                    0.280878E-06    0.292581E-08
  9     21      192           -67812.79488                    0.561756E-06    0.292581E-08
  9     22      192           -67812.77850                    0.561756E-06    0.292581E-08
  9     23      192           -67812.78810                    0.561756E-06    0.292581E-08
  9     24      192           -67812.78696                    0.561756E-06    0.292581E-08
