
 ____________________________________________________________________________________________
 Temperature: T =    300.00000000000000      K
 Chemical potential: mu =   -750.43977067318383      eV
 Composition: x =   0.25000000001650230     

  n      m     omega(n,m)       E(n,m)          E-n*mu         prob(n,m,T)   prob(n,m,T)/omega    
  7      4       96           -66311.91560      -61057.94906    0.318893E-03    0.332180E-05
  7      5       48           -66311.91094      -61057.94440    0.154369E-03    0.321602E-05
  7      6       96           -66311.93192      -61057.96538    0.357115E-03    0.371995E-05
  7      7       96           -66311.96458      -61057.99805    0.447916E-03    0.466579E-05
  7      8      192           -66311.94323      -61057.97670    0.772523E-03    0.402356E-05
  7      9      192           -66311.96152      -61057.99498    0.877006E-03    0.456774E-05
  7     10      192           -66311.97454      -61058.00800    0.959889E-03    0.499942E-05
  7     11      192           -66311.98827      -61058.02173    0.105581E-02    0.549903E-05
  7     12      192           -66311.96920      -61058.00267    0.925017E-03    0.481780E-05
  7     13      192           -66311.97897      -61058.01243    0.989850E-03    0.515547E-05
  7     14      192           -66311.95455      -61057.98801    0.835585E-03    0.435201E-05
  7     15      192           -66311.94879      -61057.98225    0.802881E-03    0.418167E-05
  7     16      192           -66311.97501      -61058.00847    0.963030E-03    0.501578E-05
  7     17      192           -66311.97941      -61058.01287    0.992861E-03    0.517115E-05
  7     18      192           -66311.97931      -61058.01277    0.992152E-03    0.516746E-05
  7     19       96           -66311.98554      -61058.01901    0.518012E-03    0.539596E-05
  7     20       96           -66311.97225      -61058.00572    0.472398E-03    0.492081E-05
  7     21      192           -66311.93300      -61057.96646    0.719590E-03    0.374787E-05
  7     22      192           -66311.95195      -61057.98541    0.820668E-03    0.427431E-05
  7     23       96           -66311.91308      -61057.94654    0.313365E-03    0.326422E-05
  7     24       96           -66311.92432      -61057.95778    0.338777E-03    0.352892E-05
  7     25      192           -66311.93376      -61057.96723    0.723424E-03    0.376783E-05
  7     26      192           -66311.94964      -61057.98310    0.807612E-03    0.420631E-05
  7     27      192           -66311.95674      -61057.99020    0.848405E-03    0.441878E-05
  7     28      192           -66311.94869      -61057.98216    0.802341E-03    0.417886E-05
  7     29       96           -66311.96376      -61057.99723    0.445379E-03    0.463936E-05
  7     30      192           -66311.92504      -61057.95850    0.680936E-03    0.354654E-05
  7     31       96           -66311.92608      -61057.95954    0.342926E-03    0.357215E-05
  7     32      192           -66311.94219      -61057.97566    0.766976E-03    0.399466E-05
  7     33      192           -66311.95534      -61057.98880    0.840206E-03    0.437607E-05
  7     34      192           -66311.93241      -61057.96587    0.716651E-03    0.373256E-05
  7     35      192           -66311.94584      -61057.97930    0.786625E-03    0.409701E-05
  7     36      192           -66311.96232      -61057.99578    0.881861E-03    0.459303E-05
  7     37      192           -66311.94051      -61057.97398    0.758085E-03    0.394836E-05
  7     38       96           -66311.94944      -61057.98291    0.403266E-03    0.420069E-05
  7     39      192           -66311.96984      -61058.00330    0.929101E-03    0.483907E-05
  7     40       96           -66311.93276      -61057.96622    0.359187E-03    0.374153E-05
  7     41      192           -66311.96916      -61058.00263    0.924761E-03    0.481646E-05
  7     42       96           -66311.96775      -61058.00121    0.457852E-03    0.476929E-05
  7     43       96           -66311.96666      -61058.00012    0.454406E-03    0.473340E-05
  7     44       96           -66311.99143      -61058.02489    0.539606E-03    0.562090E-05
  7     45       96           -66311.96841      -61058.00187    0.459968E-03    0.479134E-05
  7     46      192           -66311.97714      -61058.01060    0.977364E-03    0.509044E-05
  7     47      192           -66311.96119      -61057.99465    0.875007E-03    0.455733E-05
  7     48      192           -66311.99185      -61058.02531    0.108233E-02    0.563714E-05
  7     49      192           -66311.99770      -61058.03116    0.112718E-02    0.587071E-05
  7     50      192           -66311.97840      -61058.01187    0.985964E-03    0.513523E-05
  7     51       48           -66311.98007      -61058.01354    0.249361E-03    0.519502E-05
  7     52       96           -66311.96713      -61058.00060    0.455912E-03    0.474909E-05
  7     53       48           -66311.91035      -61057.94381    0.153739E-03    0.320290E-05
  7     54       96           -66311.93432      -61057.96778    0.363102E-03    0.378231E-05
  7     55      192           -66311.93864      -61057.97210    0.748305E-03    0.389742E-05
  7     56      192           -66311.94337      -61057.97683    0.773241E-03    0.402730E-05
  7     57       32           -66311.93053      -61057.96399    0.117895E-03    0.368423E-05
  7     58       96           -66311.95366      -61057.98712    0.415239E-03    0.432540E-05
  7     59       96           -66311.95312      -61057.98658    0.413686E-03    0.430923E-05
  7     60      192           -66311.96400      -61057.99747    0.892241E-03    0.464709E-05
  7     61       96           -66311.96270      -61057.99617    0.442119E-03    0.460541E-05
  7     62       16           -66311.93216      -61057.96563    0.596187E-04    0.372617E-05
  7     63       96           -66311.99363      -61058.02709    0.547888E-03    0.570717E-05
  7     64      192           -66312.02416      -61058.05762    0.135422E-02    0.705321E-05
  7     65      192           -66312.00195      -61058.03541    0.116088E-02    0.604627E-05
  7     66      192           -66312.02133      -61058.05480    0.132798E-02    0.691654E-05
  7     67      192           -66312.01008      -61058.04354    0.122822E-02    0.639698E-05
  7     68       64           -66311.99630      -61058.02977    0.372107E-03    0.581418E-05
  7     69       96           -66312.02607      -61058.05954    0.686167E-03    0.714758E-05
  7     70      192           -66312.01215      -61058.04561    0.124599E-02    0.648954E-05
  7     71      192           -66312.02303      -61058.05649    0.134367E-02    0.699829E-05
  7     72       96           -66311.98848      -61058.02195    0.528684E-03    0.550713E-05
  7     73      192           -66312.02080      -61058.05427    0.132308E-02    0.689107E-05
  7     74       96           -66311.98403      -61058.01749    0.512597E-03    0.533955E-05
  7     75       96           -66312.03621      -61058.06968    0.736177E-03    0.766851E-05
  7     76      192           -66311.98906      -61058.02252    0.106159E-02    0.552914E-05
  7     77       96           -66311.99918      -61058.03264    0.569392E-03    0.593116E-05
  7     78       96           -66311.95201      -61057.98547    0.410499E-03    0.427603E-05
  7     79       96           -66311.97882      -61058.01229    0.494420E-03    0.515021E-05
  7     80       48           -66311.97449      -61058.00795    0.239886E-03    0.499762E-05
  7     81       32           -66312.00074      -61058.03421    0.191869E-03    0.599590E-05
  7     82       16           -66312.07070      -61058.10416    0.155854E-03    0.974085E-05
  8      1       48           -67062.37149      -61057.83830    0.739526E-04    0.154068E-05
  8      2       96           -67062.33935      -61057.80617    0.118353E-03    0.123284E-05
  8      3      192           -67062.38655      -61057.85337    0.328392E-03    0.171038E-05
  8      4      192           -67062.36876      -61057.83557    0.290260E-03    0.151177E-05
  8      5      192           -67062.39867      -61057.86548    0.357186E-03    0.186034E-05
  8      6      192           -67062.39225      -61057.85906    0.341629E-03    0.177932E-05
  8      7       96           -67062.35957      -61057.82638    0.136169E-03    0.141843E-05
  8      8      192           -67062.33768      -61057.80450    0.233977E-03    0.121863E-05
  8      9      192           -67062.35671      -61057.82353    0.267000E-03    0.139062E-05
  8     10       96           -67062.36931      -61057.83612    0.145685E-03    0.151755E-05
  8     11      192           -67062.37592      -61057.84274    0.305054E-03    0.158882E-05
  8     12      192           -67062.37400      -61057.84082    0.301018E-03    0.156780E-05
  8     13       48           -67062.32089      -61057.78770    0.520633E-04    0.108465E-05
  8     14      192           -67062.34967      -61057.81649    0.254270E-03    0.132432E-05
  8     15      192           -67062.34013      -61057.80695    0.237987E-03    0.123952E-05
  8     16      192           -67062.35628      -61057.82309    0.266194E-03    0.138643E-05
  8     17      192           -67062.36970      -61057.83651    0.292162E-03    0.152168E-05
  8     18      192           -67062.36911      -61057.83592    0.290971E-03    0.151548E-05
  8     19       96           -67062.36918      -61057.83600    0.145559E-03    0.151624E-05
  8     20       96           -67062.38028      -61057.84709    0.157206E-03    0.163756E-05
  8     21       96           -67062.35428      -61057.82110    0.131268E-03    0.136737E-05
  8     22      192           -67062.36855      -61057.83536    0.289835E-03    0.150956E-05
  8     23      192           -67062.39009      -61057.85690    0.336551E-03    0.175287E-05
  8     24       96           -67062.37760      -61057.84441    0.154308E-03    0.160738E-05
  8     25       48           -67062.40669      -61057.87351    0.944080E-04    0.196683E-05
  8     26       96           -67062.38834      -61057.85515    0.166243E-03    0.173170E-05
  8     27       12           -67062.33386      -61057.80068    0.142413E-04    0.118677E-05
  8     28       96           -67062.36664      -61057.83346    0.143016E-03    0.148975E-05
  8     29       96           -67062.36557      -61057.83238    0.141953E-03    0.147868E-05
  8     30       96           -67062.38265      -61057.84946    0.159808E-03    0.166467E-05
